count	before	after	example
2	likonto	dikonto	. O ntšepisa likonto tse kholo tsa khoebo mme
2	itlhoekisitse	itlhwekisitse	Tlotso ha e "qale ho sebetsa" hobane u itlhoekisitse bakeng sa eona, kapa hoban
2	leliba	lediba	uto e itshetlehileng ho eona bakeng sa "leliba la litšepiso" ea eona e bua ka ho
2	Leliba	Lediba	"Leliba la litšepiso ke eng?"
2	bokelletsoeng	bokelletsweng	ena hase thuto e ncha. Ke thuto eohle e bokelletsoeng sebakeng se le seng: ho ut
2	tloaelang	tlwaelang	ba tloaelang
2	linthong	dinthong	tataisoa ke Molimo linthong tsohle
2	ahloloa	ahlolwa	fanoang le ho ahloloa
2	lipono	dipono	ntsoe la Hae, khotso, menahano, litoro, lipono, kutlo/tlhohleletso, batho ba ban
2	shejoa	shejwa	Bokhoni ba ho utloa bo shejoa e le mokoloko oa mehato e mmedi:
2	ithutoang	ithutwang	etsatsing lohle. Ho utloa ke bokhoni bo ithutoang: "re hloka ho itlhoahlaotsa le
2	kopantsoe	kopantswe	ho bolela ho mamela moo u leng teng." E kopantsoe le ho ba
2	litlhohleletso	ditlhohleletso	le bo hlakileng kapa Mangolo. Ho mamela litlhohleletso tse nyenyane hape ke se
2	oane	wane	— likhutlelo tse khuts oane, tse ngata ho Eena bophelong ba let
2	ngoliloeng	ngodilweng	Tlaleho e ngoliloeng e fetolang seo u se utloang h
2	siiloe	siilwe	(le siiloe le se na letho, le tlatsoa ha e l
2	hlotsoeng	hlotsweng	loekisa kelello ka thata", "letsatsi le hlotsoeng ha ho na se hlahileng", "etsa
2	utloeli	utlwedi	lentsoe la Morena" (letl. 53) — mo-utloeli ea ntseng a ithuta o ka fosa, mm
2	lipolelo	dipolelo	ke ua khaotsa Moea; u se ke ua nyefola lipolelo tsa boprofeta...
2	Bachaba	Batjhaba	da ba tla tlama Pauluse 'me ba mo neele Bachaba, empa Bachaba e bile bao ba mo p
2	lihlopha	dihlopha	ka teng — monyako oa pele oo lihlopha tsohle tsa limpho li ileng tsa
2	koahlela	kwahlela	ba babeli hore re be le matla," kapa ho koahlela tumelo ea motho e mong. (3)
2	kholohali	kgolohadi	pate neo e nyane ho fihlela u fumana e kholohali"
2	litlhoko	ditlhoko	tsoe a tsebo (mabitso, libaka, liaparo, litlhoko), joale se ea ntle 'me se "batl
2	bontšitse	bontshitse	lelana seo le dumelang hore Modimo o le bontšitse sona.
2	ahloloang	ahlolwang	Kamoo le ahloloang ka teng:
2	isoang	iswang	e tataisang bophelo" (le laolang moo li isoang teng):
2	Linnete	Dinnete	" (Liproverbia 25:11, letl. 69). Linnete tse peli li etsa hore ho ema ho
2	lekhoba	lekgoba	a ka nepa ka botlalo — ngoanana oa lekhoba oa Liketso 16 o ne a e-na le "le
2	kalimo	kadimo	kalimo
2	Luka	Duka	(Luka 18:1–8) — "ba lokela ho rapela kame
2	folisoa	fodiswa	ka eka boholo bo susumetsa Modimo — bo folisoa ke sethuse sa thuto ena ka boeon
2	Kholiso	Kgodiso	fetohang tlhoheletso e supa ho itšepa. Kholiso ke ea nnete empa e tla ka tsela
2	libopeho	dibopeho	libopeho
2	hlabolloa	hlabollwa	hlabolloa mollong oa kotsi
2	tsoakaneng	tswakaneng	Sehlopha se tsoakaneng (boitloaetso bo fapaneng ba h
2	lihleng	dihleng	lihleng tse ling mme e utloahale e le mo
2	jaloang	jalwang	tšimo e sa jaloang
2	monokotsoana	monokotswana	. 36). Sena se felisa tšabo e le 'ngoe: monokotsoana oo u phelang ka oona hase M
2	lisethefong	disethefong	lisethefong tsa khale
2	litumelo	ditumelo	— litumelo, litebello, mekhoa e mabapi le
2	bontšoa	bontshwa	a bontšoa ka
2	noang	nwang	noang
2	Lipina	Dipina	" (Lipina 5:1, letl. 32) — thabo e tšoanang
2	ngoetsi	ngwetsi	ngoetsi
2	tšollo	tshollo	ea lerato"). Thuto ena e hlokomela hore tšollo e ile ea tla ka mefuta e mengata
2	litšupiso	ditshupiso	litšupiso tse fapaneng
2	kolobelloa	kolobellwa	Ho kolobelloa pitsong ea hau (tlotso e na l
2	phetoa	phetwa	bo boholo ka takatso", "kolobetso e ka phetoa hore ke fumane haholo"
1	Balumeli	Badumedi	a u boloka u sireletsehile ha u ithuta. Balumeli ba bang ha ba lumele hore motho
1	'Nete	Nnete	John 16:13 · Moya oa 'Nete
1	tsoetsoe	tswetswe	Haeba u rapetse thapelo ena, joale u tsoetsoe hape 'me u ka bala John 3:1-21
1	Khalemela	Kgalemela	Khalemela bobe bohle
1	akhele	akgele	akhele kutloisiso kapele haholo. U e lek
1	hloeke	hlweke	tsohle tseo re li tsebang e le hore re hloeke ka pel'a Molimo. Ha ho hlokahale
1	hōlileng	hōdileng	ka lentsoe le phahameng ho balumeli ba hōlileng
1	Peace	Pyace	Peace
1	botsoa	botswa	Potso e atisang ho botsoa ke ea batho ba qalang ke e latela
1	Tataisoa	Tataiswa	Romans 8:13–14 · U Tataisoa ke Moya
1	tšohang	tshohang	, "'na" eo u tšohang ka eena ke
1	ratoe	ratwe	sebiso. E tla ba mehopolo e kang: ha ke ratoe, ha ke lekana, letho ha le na thus
1	tšoenyeho	tshwenyeho	maikutlo a itseng ka letsatsi joalo ka tšoenyeho kapa matšoenyeho. Ke matšoao a
1	matšoenyeho	matshwenyeho	eng ka letsatsi joalo ka tšoenyeho kapa matšoenyeho. Ke matšoao a hore moea oa h
1	boitšepong	boitshepong	Thuto e hlalosa Mokreste ea "boitšepong" ka letšoao le le leng:
1	hlohonolofatsoa	hlohonolofatswa	eela sa ho finyella sepheo sa bona — ho hlohonolofatsoa. Ke Bakreste ba reng: 'N
1	menoana	menwana	boinehelo boo e na le menoana ea Moya. E sebeletsang morero oa
1	morutuoa	morutuwa	a o hlakileng ka ho fetisisa. Petrose — morutuoa ea inehetseng — o ile a utloa J
1	khōlō	kgōlō	Thuto e bua ka ho hlaka hore thetso e khōlō ea kajeno hase ho utloa hampe — ke
1	Lula	Dula	Lula u khutsitse, hopola ho hong hoo u k
1	itšepe	itshepe	Khotso e lebisitseng thatong ea Hae → itšepe. Khatello, tšhoho, kapa boitlhaki
1	lumellanye	dumellanye	opolo, khotso, Lengolo, le maemo, mme u lumellanye tsela e nepahetseng le nako.
1	hlakisoa	hlakiswa	in guidance", le "Deceit" (bokhoni bo hlakisoa ke tloaelo). · Thuto ea 2 ea th
1	tshepisitsoe	tshepisitswe	Tataiso e tshepisitsoe e le mosebetsi o tsoelang p
1	arotsoe	arotswe	li shebe ka nako e le 'ngoe — kahoo li arotsoe malapeng a mane ao u ka a boloka
1	Karoloano	Karolwano	e ao u ka a bolokang kelellong ea hau. (Karoloano ena ke thuso ea ho hopola feel
1	Litšusumetso	Ditshusumetso	Litšusumetso tsa ka hare
1	Lithutong	Dithutong	eona ka seo u seng u na le sona ho tsoa Lithutong tsa 1 le 2.
1	ekelitsoeng	ekeditsweng	Polelo eo ke monyako, eseng ntho e ekelitsoeng ka mor'a moo — 'me ke tsohle
1	khothaletsa	kgothaletsa	e. Ke ka lebaka lena thuto e khonang ho khothaletsa sebete le hlokolosi ka nako
1	khutlisoeng	kgutlisweng	engolo. Boloketsa mehato e meholo, e sa khutlisoeng nakong eo lentsoe le seng le
1	netefatsoa	netefatswa	tsoe le seng le lekiloe ka thata mme la netefatsoa nako e telele.
1	'lumellanang	'dumellanang	ahetse — §2. Mohato o re etsa ka seo se 'lumellanang le Lengolo'. U mamela feela
1	lemohuoe	lemohuwe	sang hore tšusumetso e latelang e tle e lemohuoe habonolo e le ea Hae.
1	Tsamaisoa	Tsamaiswa	Thuto ea 5 · Ho tloha Tsamaisoa ho ea Sebelisoa
1	Sebelisoa	Sebediswa	Thuto ea 5 · Ho tloha Tsamaisoa ho ea Sebelisoa
1	hokelitsoeng	hokeditsweng	se sesebelisoa sa bone kapa sa hlano se hokelitsoeng. Ke Lithuto tsa{{0}}1–4 li
1	litonki	ditonki	a tsela ea tlhaho ea ho li tseba — hore litonki tse lahlehileng li fumanoe, hore
1	sebelisitse	sebedisitse	e ke boemo bo ts'oanang boo u seng u bo sebelisitse:
1	Evangeli	Evangedi	ho batla letlotlo, moo u phatlalatsang Evangeli ka lentsoe la tsebo. Sehlopha s
1	tšoaeang	tshwayang	Moya o Halalelang.' Ke lona lentsoe le tšoaeang mpho ena.
1	'Netefatsong	Nnetefatsong	Thuto ea 6 · Ho tloha 'Netefatsong ho ea Khothatsong
1	Khothatsong	Kgothatsong	huto ea 6 · Ho tloha 'Netefatsong ho ea Khothatsong
1	sireleditsoe	sireleditswe	o aha, ho khothatsa, le ho tšelisa — le sireleditsoe ke "tantsho" ea lona le Len
1	eketsoa	eketswa	ebisitsoeng ka ntle hape, empa joale ho eketsoa ntho e le 'ngoe —
1	etselitsoeng	etseditsweng	Boprofeta ba Testamente e Ncha bo etselitsoeng eng
1	tšokelo	tshokelo	e "nepahatsa," 'me ha le ka mohla e le tšokelo. Haeba seo u se utloang se tla
1	tšosa	tshosa	anang. Haeba se boima, se mobe, kapa se tšosa ka timelo, thuto e bua ka ho toba:
1	senotsoeng	senotsweng	Hangata li tsamaea hammoho — 'nete e senotsoeng (tsebo) e fetoha monyako oa l
1	khelositsoe	kgelositswe	khalemeloa hobane ba ka fositse, ba ka khelositsoe kapa ba hlalosa ka phoso" (p
1	utloiloeng	utloilweng	alosa ka phoso" (p.{{0}}49). Lentsoe le utloiloeng le ka ba phoso. Lengolo ke mo
1	tšoasang	tshwasang	hoso. Lengolo ke molala o tsitsitseng o tšoasang phoso — molala o ts'oanang oo u
1	khumamela	kgumamela	lanong-le-Lengolo; ke tsona tse peli li khumamela
1	tšeptjoang	tsheptjwang	Bolela bokamoso ka nepo e ka tšeptjoang
1	boleloe	bolelwe	tse — §3 / p. 47. Kutloisiso e mpe ha e boleloe; e isoa thapelong ea boemeli, tl
1	Ntoa	Ntwa	Ntoa ke ea 'nete, kahoo kereke e hloka m
1	talimane	tadimane	Mohlala oa thuto ka boeona: ha a talimane le monna "ea ikemiselitseng ho
1	phunyeletsoeng	phunyeletsweng	, o bona "lengeloi le tšoereng sabole e phunyeletsoeng haufi le eena," ebe o bot
1	mamehiloe	mamehilwe	otsoe, lengeloi le khetholotsoe, Moya o mamehiloe — tsohle e le hore motho a
1	khetholletse	kgetholletse	osali ka mokhoa o fosahetseng nka be ke khetholletse moea oa takatso bophelong b
1	tšoerweng	tshwerweng	, e tšoerweng ka bonolo — eseng kahlolo ea h
1	phatlalatsoa	phatlalatswa	oerweng ka bonolo — eseng kahlolo ea ho phatlalatsoa.
1	liqheka	diqheka	Thuto e koala mpho ena ka ho bolela liqheka tsa eona, e le hore u tle u item
1	qhekelitsoe	qhekeditswe	seporo ke matšoao a nnete a hore mpho e qhekelitsoe ke moea oa hau — sona seo Th
1	Liphoso	Diphoso	Liphoso tsa batho, merero, libe tse pati
1	tšoenyang	tshwenyang	3. U khetholla ho hong ho tšoenyang ho motho. Ke eng e tlang pele?
1	etsoe'ng	etswe'ng	o batla hore ho etsoe'ng. Tšoara temoho ea hau ka boikok
1	monghali	monghadi	hau e le hore u tle u utloe. Kelello ke monghali ea tšosang empa e le mohlanka e
1	lihlekehi	dihlekehi	ang. Batho ba bangata ba bohlale e bile lihlekehi tsa maikutlo le filosofi tse t
1	halefisoang	halefiswang	apa ke 'na?", kelello e phathahaneng, e halefisoang, e nahanang haholo, e khukhu
1	lebisoe	lebiswe	ang ka ho fetisisa bakeng sa hau, ha ho lebisoe bochabeng — ho buuoa ho Molimo,
1	fehiloeng	fehilweng	ka maleme "ho khutsisa maikutlo a ka a fehiloeng," sengoli se qala ho utloa kho
1	otliloeng	otlilweng	e le tsohang"; ho hlaha hore sechaba se otliloeng ke komello se ne se hloka hant
1	khutlisa	kgutlisa	ho etsahala hokae. Kelello ea hau e ka khutlisa feela seo u se e jesitseng; moe
1	'khutsisa	'kgutsisa	eo ke ho 'bolaya puso ea kelello' le ho 'khutsisa lerata hloohong ea hau' e le h
1	khopisa	kgopisa	Ho khopisa litho tse ling tsa kereke
1	litho	ditho	Ho khopisa litho tse ling tsa kereke
1	mokhutšoane	mokgutshwane	moea. Haeba u rata, re ka aha mokhoa o mokhutšoane oa ho rapela-ho-utloa oo u k
1	tuloang	tulwang	Kahoo mpho ea tumelo hase konopo e tuloang kapa e timoang. Ke moeli — phele
1	timoang	timwang	ea tumelo hase konopo e tuloang kapa e timoang. Ke moeli — pheletso ea hona joa
1	liroko	diroko	eng ho baleha kotsi ea ho bonahala e le liroko — empa polelo e latelang hang ke
1	itšoara	itshwara	enyane, se haufi, se ka khutlisoang — u itšoara ka boikarabelo, u sa hlole Mango
1	hlokomelisa	hlokomedisa	Thuto e hlokomelisa hore batho ba bang ka tlhaho
1	Goliata	Godiata	phahameng… joalo ka Davida ha a bolaea Goliata" 'me kahoo ba "atisa ho tsamaea
1	ts'episo	tshepiso	tsi oa eona e le ho hlola tšabo — eseng ts'episo, 'me eseng ho tlosa bohlale.
1	arajoa	arajwa	episa hore thapelo e 'ngoe le e 'ngoe e arajoa hang-hang
1	hokahanngoa	hokahanngwa	re tumelo e nang le sebete e tlameha ho hokahanngoa le eng?
1	bokelloang	bokellwang	Tumello, e bokelloang ho batho ba bangata
1	tšeptse	tsheptse	a har'a meeli e ts'oanang eo u seng u e tšeptse. Ena ke monyako oa limpho tsa ma
1	moeling	moeding	U khaotsoe moeling oa tumelo ea hau — ha u na bonne
1	qetiloeng	qetilweng	si oa hau ke ho sebelisa mosebetsi oo o qetiloeng — le ho ba botšepehi ka sephet
1	tšoaneleha	tshwaneleha	ba seng bakae — ke ba lumelang. U se u tšoaneleha. Joalo ka mpho e 'ngoe le e '
1	hloloa	hlolwa	a jaroa ke Jesu… mademona ohle a ile a hloloa." Joale "Jesu o ile a ngola molao
1	literata	diterata	Lepolesa le seng le le boholo le tseba literata 'me le fumana liphetho tseo le
1	Botšepehi	Botshepehi	Botšepehi boo bo u sireletsa. Ha motho a
1	ikokobelitse	ikokobeditse	ea Molimo e ne e le ho boloka Pauluse a ikokobelitse ho e-na le ho tlosa lehlaba
1	lumelang'	dumelang'	hore ba fole', 'me lisupo li latela 'ba lumelang' (Mark 16:17). Hase sehlopha sa
1	rarolotsoe	rarolotswe	la letho. U phethahatsa tokelo e seng e rarolotsoe, eseng ho itlhahisa; tsoela p
1	hloekileng	hlwekileng	-motheo oa eona o motheo ke ho utloa ho hloekileng — "the Son can do nothing of
1	Elisha	Edisha	behetsoe li-giant feela — Moshe, Elia, Elisha. Mohato oa pele oa thuto ke ho u
1	Joele	Jwele	(e thehiloe ho Joele{{0}}2:28–30 — Moya o buisana le mo
1	koahetsoa	kwahetswa	itšetlehileng ka eona. Mehlolo ha e ea koahetsoa ka holimo; ke seo ho utloa ho
1	itšetlehang	itshetlehang	— "leru la mehlolo" la sebele leo u ka itšetlehang ho lona ho e-na le ho itlwae
1	'moo	mmoo	ba tsamaea le mphong ea boprofeta'; 'me 'moo ho se nang puisano… ho tla ba boima
1	jarooa	jarowa	a le pel'a hau — ntho e itseng e ntse e jarooa, 'me e ka
1	tlisitsoeng	tlisitsweng	ea fanang ka tlhaloso: eseng setsebi se tlisitsoeng ka ntle, empa ke eena eo a r
1	lootsoeng	lootsweng	lootsoeng
1	qeticoe	qeticwe	, e sa hlahang e qeticoe. Ntho e le 'ngoe e ncha mona ke
1	motšoari	motshwari	Hobane'ng ha ho romela ho hloka motšoari
1	hlalosoe	hlaloswe	leme le rapeloang ka lentsoe empa le sa hlalosoe le siea ba ka phapusing ba sa u
1	hlalosoang	hlaloswang	Lebaka la Pauluse ke hore leleme le sa hlalosoang le siea phaposi lefifing: ha
1	behetsoeng	behetsweng	seng bokhoni bo arohaneng, 'me eseng bo behetsoeng baruti feela.
1	romelitseng	romeditseng	eha. Ha u eketse letho — u tšoara seo u romelitseng ka bo hau: "mehopolo e tla k
1	rapetsoe	rapetswe	boikokobetso, e le ho haha feela, 'me e rapetsoe pele e ka buuoa. 'Me haeba u ra
1	jaroang	jarwang	maleme 'me u ameha ka khutso ho seo se jaroang.
1	Basali	Basadi	Mohlala oa thuto ke Solomone. Basali ba babeli ba ile ba tla ba loantš
1	loantšana	lwantshana	mone. Basali ba babeli ba ile ba tla ba loantšana ka hore na ngoana ke oa mang,
1	likete	dikete	g lentsoe le le leng le makatsang, empa likete tsa a manyenyane. Ke moo lithuto
1	mokhoeng	mokgweng	Ha ho letho le fetohang mokhoeng. Bohlale bo sebelisa potoloho e
1	fumantsoe	fumantswe	Ithuta ka nako e telele ho fihlela u le fumantsoe
1	khalo	kgalo	hape §3. Thuto e hatisa se fapaneng le khalo e sa tloaelehang: ke 'mpho ea ho b
1	'mpho	mmpho	fapaneng le khalo e sa tloaelehang: ke 'mpho ea ho ba le bohlale kamehla' — e l
1	Litholoana	Ditholwana	kentsoe sefateng sa morara beke eohle. Litholoana ke tholoana ea kamano e tsoel
1	khaoletsoe	kgaoletswe	— ho utloa ha ho khaoletsoe phapusing e le 'ngoe kapa mot
1	Mekhutlelo	Mekgutlelo	Mekhutlelo e mengata e
1	lipale	dipale	"Ho na le lipale tse ngata tseo ke sa kang ka li b
1	lithaba	dithaba	etsahalo tse sa tloaelehang tsa holim'a lithaba, empa bophelo bo tsitsitseng ba
1	emisoang	emiswang	Nako e telele e sa emisoang hoseng ho hong le ho hong
1	biletsoa	biletswa	3. Vorster o re Bakreste ba biletsoa hoeng?
1	hoeng	hweng	3. Vorster o re Bakreste ba biletsoa hoeng?
1	motšehare	motshehare	le ho tsohle hoseng, nakong ea lijo tsa motšehare, kapa qetellong ea bosiu. E ho
1	thatafalloa	thatafallwa	Na u thatafalloa ke ho boloka motheo — u feto
1	lipaki	dipaki	isoang tsa hau tseo u li kentseng. Bala lipaki tse seng kae mme u hlokomele mokh
1	libekeng	dibekeng	libekeng le likhoeling tse tlang — potol
1	tsamaisoe	tsamaiswe	— le hlakile ka ho lekana hore le tsamaisoe, le lekoe, le sebelisoe hamora
1	qhoebeshane	qhwebeshane	, 'me Vallotton o etsa hore boleng e be qhoebeshane ea ntho eohle:
1	hanngoa	hanngwa	le letsatsi-khoeli leqepheng o thata ho hanngoa.
1	liforomo	diforomo	diari. Ha ho hlokahale hore u sebelise liforomo tsa hae tse hatisitsoeng — sebo
1	hatisitsoeng	hatisitsweng	le hore u sebelise liforomo tsa hae tse hatisitsoeng — sebopeho ke sona se bohlo
1	siuoa	siuwa	E siuoa e se na letho qalong. U khutla 'me
1	fetoang	fetwang	maikutlo a manyenyane, a nepahetseng a fetoang ke qeto e kholo, e fosahetseng.
1	Litlaleho	Ditlaleho	a boikarabello bo hahang tumelo ea hau. Litlaleho tsena li ka sebelisoa e le lis
1	inahanetsoeng	inahanetsweng	a hau o o kopang, bo fumanoeng eseng bo inahanetsoeng feela.
1	khahlisang	kgahlisang	Tsebo e khahlisang metsoalle ea hau
1	'lifilimi	'difidimi	olo 3. Vallotton o tšoantšetsa diari le 'lifilimi tseo baithaopi ba li sebelisan
1	Lifilimi	Difidimi	Lifilimi tsa lipapali tsa bona tsa nakon
1	lihlopheng	dihlopheng	Bahlahisi ba tsoang lihlopheng tsa bona tsa khale
1	Value	Vadue	Value
1	likholomo	dikgolomo	Theha likholomo tse 'ne
1	ap'aplikeishene	ap'apdikeishene	ona sesebelisoa sohle — ha ho hlokahale ap'aplikeishene.
1	Khutla	Kgutla	Khutla 'me u koale potoloho
1	botsolloa	botsollwa	e la tsebo le ngotsoeng 'me hamorao la "botsolloa" bakeng sa nepahalo, joalo ka
1	Paulusi	Paudusi	Neo ke peo, e seng moputso. Lentsoe la Paulusi ho moruti e monyenyane ke hore a
1	koetliseditsoe	kwetliseditswe	la hau, e leng bokhoni boo u seng u bo koetliseditsoe ho tloha
1	Tšela	Tshela	Tšela poifo.
1	qhobosheane	qhoboshyane	"Poifo ke ntja e lebelang qhobosheane ea katleho ea moea. Ha ntja
1	kholoma	kgoloma	e ea katleho ea moea. Ha ntja e qala ho kholoma, re ka tseba ka botsitso hore le
1	itšoenya	itshwenya	Ho itšoenya hanyenyane ha u leka boitoanyo
1	rekisoang	rekiswang	eng kapa sebakeng sa phatlalatsa moo ho rekisoang teng 'me u rapelle motho ea u
1	tšepahale	tshepahale	peli tse etsang hore boitoanyo bona bo tšepahale, 'me kaofela tsa tsona ke tsa
1	hopoloang	hopolwang	ea hau. Lentsoe le hopoloang
1	mpontšitse	mpontshitse	u bolelle mang kapa mang hore "Molimo o mpontšitse." U botsa feela potso e tloae
1	bohalaleli	bohalaledi	Matla a Moea le bohalaleli ba oona
1	lithekiso	dithekiso	u sebeletsa (moetsi oa kofi, moetsi oa lithekiso). Kopa Morena ntho e le 'ngoe
1	aroloa	arolwa	a boeona. Vorster o ruta hore limpho li aroloa
1	bolotsoeng	bolotsweng	hore na le etsa joang." Ho fosahala ho bolotsoeng ka 'nete ho u ruta ho feta ho
1	hoholihileng	hohodihileng	ho u ruta ho feta ho nepahala hoo u ho hoholihileng.
1	sekhooa	sekgowa	Pauluse ha a nke boporofeta e le se sa sekhooa kapa se phahameng — o bolella ke
1	itlwaeditsoe	itlwaeditswe	Lentsoe la tsebo — Thuto 5, itlwaeditsoe Thuto 16–17
1	itlwaetsoang	itlwaetswang	Boporofeta — Thuto 6, e itlwaetsoang joale
1	sekhahla	sekgahla	Mantsoe ao a mararo ke sona sekhahla. Ha molekane oa hau a ahlola le
1	Litšireletso	Ditshireletso	Litšireletso tseo u seng u li tšoere
1	Tšireletso	Tshireletso	Tšireletso
1	bontlefalitsoeng	bontlefaditsweng	"Ho joalo-joalo" ho bontlefalitsoeng ho mpe ho feta ho se le
1	sokoloa	sokolwa	u bua, e le hore le se ke la sokoloa hamorao.
1	khothalitse	kgothaditse	ahlotsoe ka hore na bo ba hahile, ba ba khothalitse, kapa ba ba homolitse — esen
1	homolitse	homoditse	a hahile, ba ba khothalitse, kapa ba ba homolitse — eseng ka hore na 'nete e ne
1	nkhahile'	nkgahile'	nete'; boporofeta bo ahlotsoe ka 'na le nkhahile' (1 Cor 14:3).
1	ahloa	ahlwa	leng le khothatsang, le fanoeng 'me la ahloa
1	lifeng	difeng	ea hau ho bona hore na ke litsela lifeng tseo u li tšepang ka ho fetisisa
1	butsoe	butswe	i leo lithuto tse peli li le sieleng le butsoe
1	itšetlehe	itshetlehe	lana le Mangolo · e tlisa khotso · ha e itšetlehe ka uena.
1	Khutsisa	Kgutsisa	joale u tlameha ho mamela moea oa hau.' Khutsisa kelello pele, ebe u mamela.
1	'Moea	'Moya	✓ Ho joalo — karolo ea 2. 'Moea o Halalelang o senolela moea oa ka
1	Khutsa	Kgutsa	om a message from the Holy Spirit.{{1}} Khutsa pele, ebe u a mamela.
1	khutsong	kgutsong	u qale feela (Thuto{{0}}5); kapa u lule khutsong 'me u lumelle kelello ho khutsa
1	kenyeletsoa	kenyeletswa	sitseng e tsamaea joang bekeng ena — ho kenyeletsoa le matsatsi ao ho neng ho ut
1	holisitse	hodisitse	(Thuto 15) — li holisitse leeto la hau ka boeona. Tse
1	itlwaeditsoeng	itlwaeditsweng	(Thuto 5–13), tse itlwaeditsoeng ho motho eo u sa mo tsebe
1	khotsofatsang	kgotsofatsang	hau — se khutsitseng, se sa feleng, se khotsofatsang lenyora la hau. Ke Moea oa
1	litemana	ditemana	Vorster o beha litemana tse peli hammoho. U sa tsoa bon
1	lipelo	dipelo	tsoe ho mang: ba bonolo, ba pherekaneng lipelo, batšoaruoa — batho ba bang. Tlot
1	bolelloang	bolellwang	olela phapang eo ka ho hlaka kamoo e ka bolelloang kateng:
1	itlwaelitsoe	itlwaeditswe	Thuto 5–13 limpho · Thuto 16–18 li itlwaelitsoe ho ntša
1	chekoa	tjhekwa	tsahala ka phoso. Pele seliba se ile sa chekoa — u ile ua ithuta ho noa: ho utlo
1	thehoang	thehwang	re na u mang. Matla holim'a botho bo sa thehoang ke kotsi; botho bo se nang matl
1	cleansed'	clyansed'	perity… your character has to have been cleansed' pele ho botlalo ba matla.
1	thehoa	thehwa	e botho ke 'always the forerunner' — bo thehoa pele, pele botlalo ba matla bo tl
1	'mapeng	mmapeng	Tlholo ea hau — e taka 'mapeng, ebe u kopa tse ling
1	likholomong	dikgolomong	Taka boitoanyo ba hau likholomong tse peli
1	kholomo	kgolomo	eha. Ngola mola o le mong ka hore na ke kholomo efe eo u batlang ho e hola ka mo
1	'nile	nnile	ka kopa joang, kapa u ipotsa hore na u 'nile ua hlokomoloha seliba ha u phehell
1	qojoe	qojwe	bakeng sa ba bang, 'me o a kopuoa, ha o qojoe ka tšabo. Thuto ena e u fa mokhoa
1	flute	fdute	harp, tambourine, flute, and lyre before them, prophesying
1	bolokoang	bolokwang	o e bitsa ka mokhoa o joalo, tloaelo, e bolokoang khafetsa, eseng ketsahalo e le
1	tšoenyeha	tshwenyeha	ahoo ho kopa hase boikakaso 'me hase ho tšoenyeha; ke ngoana ea kopang Ntate ea
1	amohelloang	amohellwang	Ho na le tsela ea bobeli eo holim'a ho amohelloang ka eona, 'me hase ea motho a
1	'tloaelo	'tlwaelo	r'a moo Moea o akgelang holim'a. p. 45: 'tloaelo ea ho rapela ebe ba a tlala.'
1	Likolong	Dikolong	1. Likolong tsa baporofeta, ke eng se neng
1	boikoenehelo	boikwenehelo	O na le boikoenehelo
1	'lula	'dula	halang khafetsa,' tloaelo — 'me botho e 'lula e le eo pele' (p. 16), kahoo u tso
1	hlaolelloang	hlaolellwang	Ha thuto e hlalosa moo mehlolo e hlaolelloang teng, ha e u supetse phapoh
1	ajoa	ajwa	fanang ka limpho ka teng — ka boomo li ajoa ho pholletsa le 'mele, e le hore re
1	abetsoe	abetswe	Holy Spirit Course · p. 42 · limpho li abetsoe ka boomo
1	libukeng	dibukeng	libukeng le lithutong tsa maikutlo
1	fetisetsoa	fetisetswa	a fetisetsoa ho ba bang haholo-holo ____.
1	'limpho	'dimpho	bala hape §3. p. 42: Molimo o fa kereke 'limpho tse fapaneng e le hore re ithute
1	khutshoane	kgutshwane	ng pele ho nwa mothating, eseng tsela e khutshoane e o siyang ntho eo. Ngola mol
1	entsoetsoe	entswetswe	a ntho e le 'ngoe eo rekoto eo e neng e entsoetsoe eona:
1	setulu	setudu	e le hore ho nepahala ha hao ho hole ka setulu 'me u utloe "ka tshepo e ntseng e
1	Sebapali	Sebapadi	Sebapali ha se bapale feela — se lula fa
1	hokelletsoeng	hokelletsweng	me ho hlahloba hase bokgoni bo bocha bo hokelletsoeng — ke
1	tswaloang	tswalwang	eela, mme tloaelo ke moo ho nepahala ho tswaloang teng:
1	Secha	Setjha	oo tsoara sena pele: tlas'a Selekane se Secha, lentsoe le fosahetseng ha le u et
1	Litestamente	Ditestamente	o e hlalosa mola o hlakileng pakeng tsa Litestamente tse peli:
1	'lisebelisoa	'disebediswa	✓ Nepile — §1. p. 91: lirekoto ke 'lisebelisoa tsa ho ithuta… tse tsoanang
1	tsoanang	tswanang	koto ke 'lisebelisoa tsa ho ithuta… tse tsoanang le lifilimi tseo baithaopi ba l
1	lisebaka	disebaka	e le phethahetse' (Moshe, Jesu) — kahoo lisebaka tse se nang letho di ka tlatsoa
1	teteboa	tetebwa	eona. O sebetsa hore na jenale ea hao e teteboa kapa e mannyane — esita le liken
1	Tsoara	Tswara	Tsoara se molemo
1	kgutshoana	kgutshwana	ikutloa hang-hang bohloko lengoleng, ho kgutshoana sefubeng, ho hlaba mokokotlon
1	khathatso	kgathatso	bitsa polelong e latelang. Ke boemo ba khathatso ea boitlamo ka bo bona — "hlah
1	lipokolo	dipokolo	a kopana le Saule. Saule o tla a batla lipokolo tse lahlehileng; Samuele o bona
1	loantsha	lwantsha	e hlakileng. Re re u utloa hore motho o loantsha boikgoromosetso ba bopronograph
